Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
12722,Women,67,Elderly,8,Delivered,Flipkart,Set,XXL,1,599,Chennai,Tamil nadu,B2C
12723,Women,18,Youth,8,Delivered,Nalli,Kurta,L,1,399,Bhiwandi,Maharashtra,B2C
12724,Men,41,Middle Age Adult,8,Delivered,Flipkart,Set,L,1,534,Bengaluru,Karnataka,B2C
12725,Men,39,Middle Age Adult,8,Delivered,Amazon,Western dress,S,1,721,Mumbai,Maharashtra,B2C
12726,Women,33,Young Adults,8,Delivered,Myntra,Kurta,S,1,518,Chennai,Tamil nadu,B2C
12727,Women,25,Youth,8,Returned,Flipkart,Kurta,M,1,324,Dhaulpur,Rajasthan,B2C
12728,Men,28,Young Adults,8,Delivered,Myntra,Set,S,1,517,Chennai,Tamil nadu,B2C
12729,Women,60,Elderly,8,Delivered,Amazon,Kurta,M,1,399,Coimbatore,Tamil nadu,B2C
12730,Women,51,Senior,8,Delivered,Amazon,Set,XS,1,828,Coimbatore,Tamil nadu,B2C
12731,Women,40,Middle Age Adult,8,Delivered,Amazon,Set,M,1,1112,Meerut,Uttar pradesh,B2C
12732,Women,21,Youth,8,Delivered,Flipkart,Set,M,1,967,Coimbatore,Tamil nadu,B2C
12733,Women,21,Youth,8,Delivered,Others,Set,L,1,1068,Thrissur,Kerala,B2C
12734,Men,42,Middle Age Adult,8,Delivered,Amazon,Set,XXL,1,979,New delhi,Delhi,B2C
12735,Men,42,Middle Age Adult,8,Delivered,Amazon,Set,M,1,799,Pulpally,Kerala,B2C
12736,Women,29,Young Adults,8,Delivered,Myntra,Top,XL,1,599,Pune,Maharashtra,B2C
12737,Men,75,Elderly,8,Delivered,Flipkart,Set,XXL,1,921,Bengaluru,Karnataka,B2C
12738,Women,24,Youth,8,Delivered,Flipkart,Set,XS,1,525,Mumbai,Maharashtra,B2C
12739,Men,20,Youth,8,Delivered,Myntra,Western dress,3XL,1,899,Mangaluru,Karnataka,B2C
12740,Men,35,Young Adults,8,Returned,Amazon,Western dress,M,1,771,Lucknow,Uttar pradesh,B2C
12741,Women,48,Senior,8,Delivered,Ajio,Kurta,S,1,625,Bengaluru,Karnataka,B2C
12742,Women,43,Middle Age Adult,8,Delivered,Meesho,Top,XS,1,563,Mumbai,Maharashtra,B2C
12743,Women,45,Middle Age Adult,8,Delivered,Flipkart,Kurta,M,1,709,Bengaluru,Karnataka,B2C
12744,Women,45,Middle Age Adult,8,Delivered,Amazon,Set,S,1,729,Coimbatore,Tamil nadu,B2C
12745,Men,24,Youth,8,Delivered,Flipkart,Set,L,1,657,Noida,Uttar pradesh,B2C
12746,Women,51,Senior,8,Delivered,Myntra,Set,L,1,688,Varanasi,Uttar pradesh,B2C
12747,Men,48,Senior,8,Delivered,Ajio,Set,M,1,888,Hyderabad,Telangana,B2C
12748,Men,46,Middle Age Adult,8,Delivered,Amazon,Western dress,M,1,715,New town,West bengal,B2C
12749,Men,45,Middle Age Adult,8,Delivered,Amazon,Set,S,1,1237,Bengaluru,Karnataka,B2C
12750,Women,40,Middle Age Adult,8,Delivered,Flipkart,Kurta,5XL,1,452,Pallippuram thiruvananthapuram district,Kerala,B2C
12751,Women,46,Middle Age Adult,8,Delivered,Myntra,Kurta,XXL,1,431,Allahabad,Uttar pradesh,B2C
12752,Women,19,Youth,8,Delivered,Amazon,Kurta,XXL,1,475,Navi mumbai,Maharashtra,B2C
12753,Women,20,Youth,8,Delivered,Ajio,Kurta,3XL,1,435,Hyderabad,Telangana,B2C
12754,Men,33,Young Adults,8,Delivered,Myntra,Western dress,L,1,791,Adalaj,Gujarat,B2C
12755,Women,21,Youth,8,Delivered,Amazon,Kurta,3XL,1,472,Hyderabad,Telangana,B2C
12756,Women,25,Youth,8,Delivered,Flipkart,Set,XS,1,1152,Thoubal,Manipur,B2C
12757,Men,41,Middle Age Adult,8,Delivered,Flipkart,Set,L,1,1173,New delhi,Delhi,B2C
12758,Men,27,Young Adults,8,Delivered,Amazon,Set,M,1,909,Chennai,Tamil nadu,B2C
12759,Women,46,Middle Age Adult,8,Delivered,Myntra,Set,S,1,1036,Bengaluru,Karnataka,B2C
12760,Women,18,Youth,8,Delivered,Myntra,Top,M,1,588,Guwahati,Assam,B2C
12761,Men,48,Senior,8,Cancelled,Amazon,Set,L,1,563,Dhule,Maharashtra,B2C
12762,Women,48,Senior,8,Delivered,Flipkart,Set,L,1,666,Jhansi,Uttar pradesh,B2C
12763,Women,29,Young Adults,8,Delivered,Myntra,Kurta,L,1,549,Manakondur,Telangana,B2C
12764,Women,37,Middle Age Adult,8,Delivered,Myntra,Set,S,1,999,Kanpur,Uttar pradesh,B2C
12765,Men,44,Middle Age Adult,8,Delivered,Nalli,Set,XL,1,499,Barasat,West bengal,B2C
12766,Women,18,Youth,8,Delivered,Others,Kurta,3XL,1,499,Navi mumbai,Maharashtra,B2C
12767,Men,46,Middle Age Adult,8,Delivered,Myntra,Western dress,XS,1,842,Mangaluru,Karnataka,B2C
12768,Women,27,Young Adults,8,Delivered,Flipkart,Kurta,3XL,1,362,Sagar,Madhya pradesh,B2C
12769,Men,20,Youth,8,Returned,Flipkart,Set,3XL,1,1149,Navi mumbai,Maharashtra,B2C
12770,Women,56,Elderly,8,Delivered,Others,Kurta,XL,1,399,Hyderabad,Telangana,B2C
12771,Women,27,Young Adults,8,Delivered,Amazon,Top,XS,1,432,Ateli,Haryana,B2C
12772,Men,71,Elderly,8,Delivered,Amazon,Set,L,1,591,Pilani town,Rajasthan,B2C
12773,Men,26,Young Adults,8,Delivered,Nalli,Set,XL,1,824,Salem,Tamil nadu,B2C
12774,Women,24,Youth,8,Delivered,Flipkart,Kurta,L,1,405,Mumbai,Maharashtra,B2C
12775,Men,72,Elderly,8,Delivered,Amazon,Set,XS,1,476,Vadodara,Gujarat,B2C
12776,Women,51,Senior,8,Delivered,Meesho,Kurta,L,1,625,New delhi,Delhi,B2C
12777,Men,40,Middle Age Adult,8,Delivered,Meesho,Set,L,1,633,Haldwani,Uttarakhand,B2C
12778,Women,35,Young Adults,8,Delivered,Amazon,Set,XS,1,790,Ghaziabad,Uttar pradesh,B2C
12779,Women,63,Elderly,8,Delivered,Myntra,Set,XL,1,666,Vizianagaram,Andhra pradesh,B2C
12780,Women,31,Young Adults,8,Delivered,Myntra,Kurta,XXL,1,533,Puruliya,West bengal,B2C
12781,Women,28,Young Adults,8,Delivered,Flipkart,Kurta,L,1,399,Pune,Maharashtra,B2C
12782,Men,34,Young Adults,8,Delivered,Flipkart,Western dress,3XL,1,699,Navi mumbai,Maharashtra,B2C
12783,Women,47,Senior,8,Delivered,Meesho,Top,L,1,574,Mumbai,Maharashtra,B2C
12784,Women,72,Elderly,8,Delivered,Myntra,Kurta,L,1,399,Nandivaram guduvancheri,Tamil nadu,B2C
12785,Women,67,Elderly,8,Delivered,Myntra,Set,S,1,698,Madhurawada,Andhra pradesh,B2C
12786,Women,36,Young Adults,8,Delivered,Amazon,Kurta,L,1,376,Bengaluru,Karnataka,B2C
12787,Men,33,Young Adults,8,Delivered,Flipkart,Western dress,XXL,1,825,New delhi,Delhi,B2C
12788,Men,46,Middle Age Adult,8,Delivered,Nalli,Western dress,XL,1,869,Hyderabad,Telangana,B2C
12789,Women,27,Young Adults,8,Delivered,Meesho,Kurta,3XL,1,399,Rupnarayanpur,West bengal,B2C
12790,Men,38,Middle Age Adult,8,Delivered,Myntra,Set,M,1,999,Mumbai,Maharashtra,B2C
12791,Men,39,Middle Age Adult,8,Delivered,Amazon,Set,XS,1,790,Sahibganj,Jharkhand,B2C
12792,Women,51,Senior,8,Delivered,Amazon,Set,L,1,1438,Mumbai,Maharashtra,B2C
12793,Women,24,Youth,8,Delivered,Amazon,Kurta,XXL,1,399,Chittoor,Andhra pradesh,B2C
12794,Men,22,Youth,8,Delivered,Flipkart,Ethnic dress,XS,1,473,Chennai,Tamil nadu,B2C
12795,Women,18,Youth,8,Delivered,Amazon,Kurta,XS,1,481,Thane,Maharashtra,B2C
12796,Women,21,Youth,8,Delivered,Myntra,Set,XXL,1,1138,Mumbai,Maharashtra,B2C
12797,Women,48,Senior,8,Delivered,Flipkart,Saree,Free,1,545,Thane,Maharashtra,B2C
12798,Women,31,Young Adults,8,Delivered,Nalli,Kurta,XL,1,399,New delhi,Delhi,B2B
12799,Women,49,Senior,8,Delivered,Nalli,Top,L,1,493,Bengaluru,Karnataka,B2C
12800,Men,43,Middle Age Adult,8,Returned,Amazon,Western dress,S,1,999,New delhi,Delhi,B2C
12801,Men,51,Senior,8,Delivered,Amazon,Western dress,L,1,741,Hyderabad,Telangana,B2C
12802,Women,32,Young Adults,8,Delivered,Ajio,Kurta,M,1,729,Imphal,Manipur,B2C
12803,Women,34,Young Adults,8,Delivered,Amazon,Top,M,1,726,Banswara,Rajasthan,B2C
12804,Women,43,Middle Age Adult,8,Delivered,Amazon,Kurta,L,1,399,Pudukkottai,Tamil nadu,B2C
12805,Women,33,Young Adults,8,Delivered,Flipkart,Kurta,3XL,1,475,Rourkela,Odisha,B2C
12806,Women,31,Young Adults,8,Delivered,Myntra,Kurta,M,1,533,Dindori,Madhya pradesh,B2C
12807,Women,21,Youth,8,Delivered,Ajio,Kurta,3XL,1,499,Madanapalle,Andhra pradesh,B2C
12808,Women,18,Youth,8,Delivered,Myntra,Set,S,1,1126,Adichanalloor,Kerala,B2C
12809,Women,34,Young Adults,8,Delivered,Amazon,Set,L,1,1442,Lucknow,Uttar pradesh,B2C
12810,Women,73,Elderly,8,Refunded,Flipkart,Top,XL,1,464,Mumbai,Maharashtra,B2C
12811,Women,38,Middle Age Adult,8,Delivered,Amazon,Set,XL,1,999,Bengaluru,Karnataka,B2C
12812,Women,26,Young Adults,8,Delivered,Flipkart,Kurta,3XL,1,399,Gandhinagar,Gujarat,B2C
12813,Men,27,Young Adults,8,Delivered,Myntra,Ethnic dress,XL,1,690,Thane dist,Maharashtra,B2C
12814,Women,39,Middle Age Adult,8,Delivered,Flipkart,Set,M,1,599,Curchorem,Goa,B2C
12815,Women,43,Middle Age Adult,8,Delivered,Myntra,Kurta,M,1,396,Gurugram,Haryana,B2C
12816,Women,71,Elderly,8,Delivered,Flipkart,Set,XS,1,699,Gurgaon,Haryana,B2C
12817,Men,32,Young Adults,8,Delivered,Amazon,Set,M,1,999,New delhi,Delhi,B2C
12818,Women,49,Senior,8,Delivered,Ajio,Kurta,M,1,475,Gurugram,Haryana,B2C
12819,Women,47,Senior,8,Delivered,Myntra,Kurta,XXL,1,635,Pune,Maharashtra,B2C
12820,Women,22,Youth,8,Delivered,Amazon,Kurta,M,1,311,Visakhapatnam,Andhra pradesh,B2C
12821,Women,75,Elderly,8,Delivered,Flipkart,Set,M,1,792,Bhubaneswar,Odisha,B2C
12822,Women,37,Middle Age Adult,8,Delivered,Flipkart,Kurta,S,1,295,Mangalagiri,Andhra pradesh,B2C
12823,Women,47,Senior,8,Delivered,Myntra,Kurta,3XL,1,458,Lucknow,Uttar pradesh,B2C
12824,Women,62,Elderly,8,Delivered,Flipkart,Set,S,1,1238,Hyderabad,Telangana,B2C
12825,Women,44,Middle Age Adult,8,Delivered,Ajio,Top,L,1,329,Ghaziabad,Uttar pradesh,B2C
12826,Women,28,Young Adults,8,Delivered,Flipkart,Kurta,XL,1,362,New delhi,Delhi,B2C
12827,Men,32,Young Adults,8,Delivered,Others,Set,S,1,1186,Agra,Uttar pradesh,B2C
12828,Women,19,Youth,8,Delivered,Flipkart,Kurta,S,1,499,Changanacherry,Kerala,B2C
12829,Men,40,Middle Age Adult,8,Delivered,Myntra,Set,XXL,1,646,Ahmedabad,Gujarat,B2C
12830,Women,57,Elderly,8,Refunded,Myntra,Kurta,L,1,382,Chennai,Tamil nadu,B2C
12831,Men,27,Young Adults,8,Delivered,Amazon,Set,S,1,597,Kolazhy,Kerala,B2C
12832,Women,35,Young Adults,8,Delivered,Flipkart,Kurta,S,1,487,Gurgaon,Haryana,B2C
12833,Women,49,Senior,8,Delivered,Flipkart,Set,XL,1,1125,Chennai,Tamil nadu,B2C
12834,Women,48,Senior,8,Returned,Myntra,Set,S,1,1149,Solapur,Maharashtra,B2C
12835,Women,42,Middle Age Adult,8,Delivered,Myntra,Kurta,M,1,517,Indore,Madhya pradesh,B2C
12836,Women,53,Senior,8,Delivered,Meesho,Set,S,1,1695,Kotdwara,Uttarakhand,B2C
12837,Women,27,Young Adults,8,Delivered,Amazon,Kurta,XXL,1,399,Asansol,West bengal,B2C
12838,Women,27,Young Adults,8,Delivered,Ajio,Kurta,L,1,967,Patna,Bihar,B2C
12839,Men,37,Middle Age Adult,8,Delivered,Amazon,Set,XXL,1,563,Visakhapatnam,Andhra pradesh,B2C
12840,Women,30,Young Adults,8,Delivered,Myntra,Kurta,3XL,1,416,Mumbai,Maharashtra,B2C
12841,Women,31,Young Adults,8,Delivered,Myntra,Kurta,XL,1,301,Kottayam district,Kerala,B2C
12842,Women,43,Middle Age Adult,8,Delivered,Flipkart,Set,L,1,478,Ghaziabad,Uttar pradesh,B2C
12843,Men,23,Youth,8,Delivered,Myntra,Set,XS,1,958,Ghaziabad,Uttar pradesh,B2C
12844,Men,45,Middle Age Adult,8,Delivered,Myntra,Set,S,1,1068,Hailakandi,Assam,B2C
12845,Women,41,Middle Age Adult,8,Delivered,Flipkart,Saree,Free,1,368,"Kaniyapuram, thiruvananthapuram district",Kerala,B2C
12846,Women,27,Young Adults,8,Delivered,Amazon,Kurta,S,1,310,Chennai,Tamil nadu,B2C
12847,Men,42,Middle Age Adult,8,Delivered,Others,Set,M,1,631,Rangia,Assam,B2C
12848,Men,40,Middle Age Adult,8,Delivered,Myntra,Set,L,1,648,Karoran,Punjab,B2C
12849,Men,37,Middle Age Adult,8,Delivered,Amazon,Set,S,1,635,Bengaluru,Karnataka,B2C
12850,Women,21,Youth,8,Cancelled,Nalli,Kurta,M,1,292,Hoskote,Karnataka,B2C
12851,Men,37,Middle Age Adult,8,Delivered,Amazon,Set,S,1,1146,Dharuhera,Haryana,B2C
12852,Women,22,Youth,8,Delivered,Nalli,Saree,Free,1,363,Villupuram,Tamil nadu,B2C
12853,Men,27,Young Adults,8,Delivered,Amazon,Set,3XL,1,1075,Gurugram,Haryana,B2C
12854,Women,37,Middle Age Adult,8,Delivered,Others,Kurta,L,1,416,Nagaur,Rajasthan,B2C
12855,Men,31,Young Adults,8,Delivered,Amazon,Western dress,L,1,771,Ghaziabad,Uttar pradesh,B2C
12856,Women,37,Middle Age Adult,8,Delivered,Myntra,Top,XXL,1,574,Mumbai,Maharashtra,B2C
12857,Women,25,Youth,8,Delivered,Flipkart,Set,S,1,984,Amritsar,Punjab,B2C
12858,Women,21,Youth,8,Delivered,Flipkart,Set,L,1,835,Bhubaneswar,Odisha,B2C
12859,Women,41,Middle Age Adult,8,Delivered,Ajio,Blouse,L,1,625,Karwar,Karnataka,B2C
12860,Men,47,Senior,8,Delivered,Flipkart,Western dress,M,1,807,Kolkata,West bengal,B2C
12861,Men,34,Young Adults,8,Delivered,Meesho,Set,3XL,1,999,New delhi,Delhi,B2C
12862,Women,33,Young Adults,8,Delivered,Myntra,Set,3XL,1,921,Bengaluru,Karnataka,B2C
12863,Women,43,Middle Age Adult,8,Delivered,Amazon,Kurta,XS,1,318,Thiruvananthapuram,Kerala,B2C
12864,Women,21,Youth,8,Delivered,Myntra,Set,L,1,666,Kalyan,Maharashtra,B2C
12865,Women,48,Senior,8,Delivered,Amazon,Set,S,1,999,Dehradun,Uttarakhand,B2C
12866,Women,25,Youth,8,Delivered,Amazon,Saree,Free,1,1229,West nimar,Madhya pradesh,B2C
12867,Men,29,Young Adults,8,Delivered,Amazon,Western dress,3XL,1,1168,Delhi,Delhi,B2C
12868,Men,21,Youth,8,Delivered,Flipkart,Western dress,M,1,735,Hyderabad,Telangana,B2C
12869,Men,32,Young Adults,8,Delivered,Myntra,Western dress,L,1,735,Valsad,Gujarat,B2C
12870,Women,54,Senior,8,Delivered,Amazon,Kurta,M,1,399,New town,West bengal,B2C
12871,Men,42,Middle Age Adult,8,Cancelled,Amazon,Set,XXL,1,1338,Bengaluru,Karnataka,B2C
12872,Men,29,Young Adults,8,Delivered,Flipkart,Set,XL,1,563,Rohtak,Haryana,B2C
12873,Men,22,Youth,8,Delivered,Myntra,Ethnic dress,L,1,899,Noida,Uttar pradesh,B2C
12874,Women,44,Middle Age Adult,8,Delivered,Flipkart,Kurta,XL,1,657,Kolkata,West bengal,B2C
12875,Women,22,Youth,8,Delivered,Amazon,Kurta,XS,1,368,Bilaspur,Chhattisgarh,B2C
12876,Women,36,Young Adults,8,Delivered,Meesho,Set,3XL,1,597,Kanpur,Uttar pradesh,B2C
12877,Men,36,Young Adults,8,Returned,Myntra,Set,S,1,599,Bengaluru,Karnataka,B2C
12878,Women,35,Young Adults,8,Delivered,Flipkart,Set,XXL,1,633,New delhi,Delhi,B2C
12879,Women,77,Elderly,8,Delivered,Flipkart,Set,S,1,641,Raipur,Chhattisgarh,B2C
12880,Men,32,Young Adults,8,Delivered,Flipkart,Set,XL,1,1138,Yavatmal,Maharashtra,B2C
12881,Men,34,Young Adults,8,Delivered,Myntra,Set,XXL,1,563,Bhopal,Madhya pradesh,B2C
12882,Women,38,Middle Age Adult,8,Delivered,Flipkart,Set,S,1,759,Kalyan,Maharashtra,B2C
12883,Men,18,Youth,8,Delivered,Amazon,Western dress,XL,1,859,Pune,Maharashtra,B2C
12884,Women,71,Elderly,8,Delivered,Amazon,Top,S,1,329,Gurugram,Haryana,B2C
12885,Men,44,Middle Age Adult,8,Delivered,Amazon,Set,S,1,495,Delhi,Delhi,B2C
12886,Women,44,Middle Age Adult,8,Delivered,Amazon,Kurta,M,1,735,Coimbatore,Tamil nadu,B2C
12887,Women,57,Elderly,8,Delivered,Amazon,Top,S,1,432,Bangalore,Karnataka,B2C
12888,Men,19,Youth,8,Cancelled,Amazon,Western dress,XL,1,744,Bengaluru,Karnataka,B2C
12889,Women,63,Elderly,8,Delivered,Flipkart,Kurta,3XL,1,471,Ghaziabad,Uttar pradesh,B2C
12890,Women,34,Young Adults,8,Delivered,Myntra,Kurta,M,1,487,Ghaziabad,Uttar pradesh,B2C
12891,Women,38,Middle Age Adult,8,Delivered,Myntra,Saree,Free,1,468,Surat,Gujarat,B2C
12892,Men,50,Senior,8,Delivered,Flipkart,Set,XXL,1,1299,Hyderabad,Telangana,B2C
12893,Men,44,Middle Age Adult,8,Delivered,Myntra,Western dress,XXL,1,842,Bengaluru,Karnataka,B2C
12894,Women,45,Middle Age Adult,8,Delivered,Amazon,Saree,Free,1,399,Noida,Uttar pradesh,B2C
12895,Women,20,Youth,8,Delivered,Myntra,Saree,Free,1,999,Hisar,Haryana,B2C
12896,Women,25,Youth,8,Delivered,Amazon,Top,S,1,518,Ocl industrial township,Odisha,B2C
12897,Men,20,Youth,8,Delivered,Amazon,Ethnic dress,L,1,899,Bengaluru,Karnataka,B2C
12898,Women,45,Middle Age Adult,8,Delivered,Flipkart,Top,S,1,487,Mahad,Maharashtra,B2C
12899,Women,32,Young Adults,8,Delivered,Meesho,Set,XS,1,751,Jamkhandi,Karnataka,B2C
12900,Men,22,Youth,8,Delivered,Myntra,Western dress,S,1,948,New delhi,Delhi,B2C
12901,Women,28,Young Adults,8,Delivered,Myntra,Kurta,L,1,517,Hyderabad,Telangana,B2C
12902,Women,19,Youth,8,Delivered,Myntra,Kurta,M,1,435,Bangalore,Karnataka,B2C
12903,Women,20,Youth,8,Delivered,Myntra,Kurta,3XL,1,459,Chennai,Tamil nadu,B2C
12904,Men,26,Young Adults,8,Delivered,Myntra,Western dress,XL,1,599,Vadodara,Gujarat,B2C
12905,Women,46,Middle Age Adult,8,Delivered,Flipkart,Kurta,M,1,469,Shivamogga,Karnataka,B2C
12906,Men,49,Senior,8,Delivered,Nalli,Western dress,L,1,989,Mohali,Punjab,B2C
12907,Men,38,Middle Age Adult,8,Delivered,Others,Western dress,XL,1,725,Chennai,Tamil nadu,B2C
12908,Women,60,Elderly,8,Refunded,Myntra,Kurta,3XL,1,399,Mumbai,Maharashtra,B2C
12909,Women,21,Youth,8,Delivered,Amazon,Saree,Free,1,1238,Chennai,Tamil nadu,B2C
12910,Women,69,Elderly,8,Delivered,Amazon,Kurta,3XL,1,459,Tiruchirappalli,Tamil nadu,B2C
12911,Men,43,Middle Age Adult,8,Delivered,Myntra,Set,M,1,1199,Mumbai,Maharashtra,B2C
12912,Women,27,Young Adults,8,Delivered,Flipkart,Set,XL,1,1201,Hosur,Tamil nadu,B2C
12913,Men,49,Senior,8,Delivered,Flipkart,Western dress,L,1,735,Mangaluru,Karnataka,B2C
12914,Women,49,Senior,8,Delivered,Amazon,Saree,Free,1,1248,Chennai,Tamil nadu,B2C
12915,Women,18,Youth,8,Delivered,Myntra,Kurta,M,1,399,Puttur,Andhra pradesh,B2C
12916,Women,42,Middle Age Adult,8,Delivered,Ajio,Kurta,XL,1,435,Hyderabad,Telangana,B2C
12917,Women,18,Youth,8,Delivered,Myntra,Set,M,1,1068,Faridabad,Haryana,B2C
12918,Women,37,Middle Age Adult,8,Delivered,Amazon,Set,M,1,599,New delhi,Delhi,B2C
12919,Women,37,Middle Age Adult,8,Delivered,Myntra,Kurta,L,1,635,Bengaluru,Karnataka,B2C
12920,Men,43,Middle Age Adult,8,Returned,Amazon,Western dress,XS,1,735,Ranchi,Jharkhand,B2C
12921,Men,39,Middle Age Adult,8,Delivered,Myntra,Set,S,1,795,Kochi,Kerala,B2C
12922,Men,27,Young Adults,8,Delivered,Flipkart,Set,XXL,1,591,Lucknow,Uttar pradesh,B2C
12923,Women,55,Senior,8,Delivered,Myntra,Top,XS,1,299,Mumbai,Maharashtra,B2C
12924,Women,27,Young Adults,8,Delivered,Amazon,Top,M,1,354,Chennai,Tamil nadu,B2C
12925,Men,18,Youth,8,Delivered,Amazon,Set,S,1,799,Agra,Uttar pradesh,B2C
12926,Women,67,Elderly,8,Delivered,Amazon,Top,XXL,1,758,North lakhimpur,Assam,B2C
12927,Men,47,Senior,8,Delivered,Nalli,Set,L,1,631,Hyderabad,Telangana,B2C
12928,Women,40,Middle Age Adult,8,Delivered,Myntra,Set,M,1,1349,Bengaluru,Karnataka,B2C
12929,Women,77,Elderly,8,Delivered,Flipkart,Kurta,L,1,345,Udaipur,Rajasthan,B2C
12930,Women,32,Young Adults,8,Delivered,Flipkart,Set,L,1,949,Salem,Tamil nadu,B2C
12931,Women,56,Elderly,8,Delivered,Myntra,Kurta,L,1,280,East godavari,Andhra pradesh,B2C
12932,Women,50,Senior,8,Delivered,Myntra,Kurta,M,1,469,Hyderabad,Telangana,B2C
12933,Men,23,Youth,8,Delivered,Myntra,Western dress,S,1,832,Bengaluru,Karnataka,B2C
12934,Women,61,Elderly,8,Delivered,Ajio,Set,XS,1,625,Anantapur,Andhra pradesh,B2C
12935,Men,33,Young Adults,8,Delivered,Myntra,Western dress,XXL,1,725,Kurukshetra,Haryana,B2C
12936,Women,22,Youth,8,Delivered,Myntra,Kurta,XL,1,442,Kanjikode industrial area,Kerala,B2C
12937,Women,22,Youth,8,Delivered,Flipkart,Kurta,XL,1,368,"Medavakkam, chennai",Tamil nadu,B2C
12938,Women,25,Youth,8,Delivered,Amazon,Kurta,XS,1,819,Dahanu,Maharashtra,B2C
12939,Men,33,Young Adults,8,Delivered,Flipkart,Set,XL,1,560,Bela pratapgarh,Uttar pradesh,B2C
12940,Women,41,Middle Age Adult,8,Delivered,Flipkart,Kurta,3XL,1,486,Ranchi,Jharkhand,B2C
12941,Men,43,Middle Age Adult,8,Delivered,Flipkart,Set,3XL,1,1199,Gurugram,Haryana,B2C
12942,Women,36,Young Adults,8,Delivered,Flipkart,Set,M,1,955,Visakhapatnam,Andhra pradesh,B2C
12943,Women,19,Youth,8,Delivered,Myntra,Saree,Free,1,725,Mangalam,Tamil nadu,B2C
12944,Men,46,Middle Age Adult,8,Delivered,Myntra,Set,L,1,999,Ahmedabad,Gujarat,B2C
12945,Women,40,Middle Age Adult,8,Delivered,Ajio,Kurta,S,1,399,Begusarai,Bihar,B2C
12946,Women,43,Middle Age Adult,8,Delivered,Flipkart,Kurta,XL,1,435,Chennai,Tamil nadu,B2C
12947,Women,47,Senior,8,Delivered,Amazon,Saree,Free,1,939,Bhopal,Madhya pradesh,B2C
12948,Men,62,Elderly,8,Delivered,Meesho,Western dress,S,1,771,Pimpri chinchwad,Maharashtra,B2B
12949,Women,43,Middle Age Adult,8,Delivered,Flipkart,Top,M,1,484,Mahad,Maharashtra,B2C
12950,Women,42,Middle Age Adult,8,Delivered,Amazon,Saree,Free,1,301,Thurayur,Kerala,B2C
12951,Women,19,Youth,8,Delivered,Amazon,Kurta,XS,1,435,Gorakhpur,Uttar pradesh,B2C
12952,Men,33,Young Adults,8,Delivered,Flipkart,Western dress,M,1,807,South delhi,Delhi,B2C
12953,Men,54,Senior,8,Delivered,Myntra,Western dress,L,1,940,Hyderabad,Telangana,B2C
12954,Men,59,Elderly,8,Delivered,Flipkart,Western dress,L,1,791,Pune,Maharashtra,B2C
12955,Women,47,Senior,8,Delivered,Amazon,Kurta,6XL,1,925,Noida,Uttar pradesh,B2C
12956,Women,23,Youth,8,Refunded,Amazon,Kurta,L,1,499,Thane,Maharashtra,B2C
12957,Women,56,Elderly,8,Delivered,Myntra,Set,XL,1,560,Gurugram,Haryana,B2C
12958,Women,56,Elderly,8,Delivered,Myntra,Kurta,L,1,449,Navi mumbai,Maharashtra,B2C
12959,Women,26,Young Adults,8,Delivered,Flipkart,Saree,Free,1,801,Silvassa,Dadra and nagar,B2C
12960,Women,18,Youth,8,Delivered,Myntra,Kurta,M,1,533,Ghaziabad,Uttar pradesh,B2C
12961,Men,18,Youth,8,Delivered,Amazon,Set,XL,1,759,Howrah,West bengal,B2C
12962,Women,23,Youth,8,Delivered,Nalli,Kurta,XXL,1,777,Chennai,Tamil nadu,B2C
12963,Women,39,Middle Age Adult,8,Delivered,Others,Kurta,XL,1,967,Nurpur,Himachal pradesh,B2C
12964,Women,37,Middle Age Adult,8,Delivered,Others,Set,3XL,1,999,Hyderabad,Telangana,B2C
12965,Men,49,Senior,8,Delivered,Flipkart,Set,XS,1,1099,Bengaluru,Karnataka,B2C
12966,Men,74,Elderly,8,Delivered,Amazon,Western dress,3XL,1,899,Visakhapatnam,Andhra pradesh,B2C
12967,Women,39,Middle Age Adult,8,Delivered,Myntra,Saree,Free,1,599,Patna,Bihar,B2C
12968,Men,41,Middle Age Adult,8,Delivered,Amazon,Ethnic dress,3XL,1,649,Mumbai,Maharashtra,B2C
12969,Women,20,Youth,8,Delivered,Myntra,Top,M,1,625,Hiriyur,Karnataka,B2C
12970,Women,78,Elderly,8,Delivered,Ajio,Set,M,1,1593,Bareilly,Uttar pradesh,B2C
12971,Men,62,Elderly,8,Delivered,Amazon,Set,L,1,801,Rohtak,Haryana,B2C
12972,Men,24,Youth,8,Delivered,Amazon,Set,S,1,1111,Gurugram,Haryana,B2C
12973,Women,37,Middle Age Adult,8,Delivered,Myntra,Top,S,1,399,Navi mumbai,Maharashtra,B2C
12974,Women,30,Young Adults,8,Delivered,Flipkart,Saree,Free,1,955,Bengaluru,Karnataka,B2C
12975,Women,33,Young Adults,8,Delivered,Amazon,Kurta,S,1,435,Mumbai,Maharashtra,B2C
12976,Men,20,Youth,8,Delivered,Meesho,Western dress,XS,1,690,Hyderabad,Telangana,B2C
12977,Women,35,Young Adults,8,Delivered,Amazon,Top,M,1,473,Howrah,West bengal,B2C
12978,Men,37,Middle Age Adult,8,Delivered,Amazon,Set,XXL,1,1648,Gurugram,Haryana,B2C
